datetime,tamin_degC,tamax_degC,ptot_mm
1988-07-01,5.814633579,18.461926193237304,0.0
1988-07-02,6.22233078,17.246033401489257,1.687880516052246
1988-07-03,5.163915367,17.485819549560546,0.0
1988-07-04,5.858042927,17.13607666015625,0.8412089347839355
1988-07-05,4.274417133,16.78193161010742,2.7544360160827637
1988-07-06,1.673866959,13.371719093322755,0.030560418963432312
1988-07-07,4.795140953,17.386984558105468,0.0
1988-07-08,9.286752434,18.183314056396483,0.0
1988-07-09,7.58340332,14.68429443359375,0.01141879428178072
1988-07-10,5.773557873,16.00351593017578,0.0
1988-07-11,7.572733612,16.32016632080078,0.0
1988-07-12,4.672837944,12.905787200927735,5.552957057952881
1988-07-13,7.20472023,14.019272537231446,15.707858085632324
1988-07-14,4.012051792,9.370629043579102,2.5771594047546387
1988-07-15,4.690616817,8.343766899108887,0.128821462392807
1988-07-16,5.958545895,11.716956825256348,0.0
1988-07-17,4.130289288,11.660216064453126,0.0
1988-07-18,4.616239281,10.836737365722657,0.43245765566825867
1988-07-19,5.263575764,12.04925033569336,0.0
1988-07-20,3.976680965,11.548865051269532,0.026588471606373787
1988-07-21,5.708759995,9.59806510925293,1.5656485557556152
1988-07-22,5.265803547,12.295674057006837,0.05479888617992401
1988-07-23,6.021646233,18.20874282836914,0.014588110148906708
1988-07-24,11.46705791,23.02693244934082,0.0
1988-07-25,10.85005257,24.554978103637694,0.0
1988-07-26,6.251234741,14.198646278381348,0.43847599625587463
1988-07-27,7.377290459,18.812216491699218,0.023523423820734024
1988-07-28,10.19915745,21.601946563720702,2.120480537414551
1988-07-29,12.83282635,18.94802734375,0.33996379375457764
1988-07-30,10.54123375,14.55309841156006,10.996750831604004
1988-07-31,7.715529175,12.494533271789551,2.829387664794922
1988-08-01,8.600497932,13.448669166564942,9.38469409942627
1988-08-02,6.544056149,11.105885238647462,0.032064054161310196
1988-08-03,2.999894114,18.584696502685546,6.826527118682861
1988-08-04,8.551244469,19.719088287353514,1.9191257953643799
1988-08-05,5.983755798,14.856329650878907,5.210902690887451
1988-08-06,5.587316723,20.194584579467772,20.556644439697266
1988-08-07,6.825688095,19.874764175415038,0.22324542701244354
1988-08-08,6.22133419,22.30256149291992,2.3961551189422607
1988-08-09,7.089063377,13.683220596313477,0.4202498197555542
1988-08-10,10.16224548,16.27859565734863,1.9281337261199951
1988-08-11,8.492967339,12.349487037658692,0.14726559817790985
1988-08-12,5.49866888,8.68817684173584,0.7066724300384521
1988-08-13,5.732012005,13.189740867614747,0.5491454005241394
1988-08-14,7.594385834,16.12448188781738,0.5121162533760071
1988-08-15,7.781902046,17.481934280395507,0.15106508135795593
1988-08-16,7.603394241,15.493828506469727,1.7264846563339233
1988-08-17,6.795402737,16.61411163330078,5.428016185760498
1988-08-18,5.682508678,11.20025417327881,14.079368591308594
1988-08-19,6.417537422,10.895175666809083,5.554512023925781
1988-08-20,3.341068239,9.379849166870118,1.0112998485565186
1988-08-21,4.06567976,9.776783676147462,0.30524083971977234
1988-08-22,3.691083641,11.096617431640626,0.018643785268068314
1988-08-23,4.026212902,13.534739227294923,0.0
1988-08-24,9.183007927,18.475546569824218,0.42289113998413086
1988-08-25,10.71057102,20.123814315795897,0.0
1988-08-26,11.85407516,21.552416534423827,1.962501883506775
1988-08-27,9.38265583,16.705862731933593,7.774701118469238
1988-08-28,9.040266724,15.790484161376954,9.850014686584473
1988-08-29,8.023189278,17.332581253051757,2.312326192855835
1988-08-30,7.109067173,13.08360263824463,0.0009506536298431456
1988-08-31,5.471010418,10.128420562744141,0.0
1988-09-01,6.211990089,12.594357223510743,0.8295172452926636
1988-09-02,7.805039139,16.04479476928711,0.0
1988-09-03,9.56858799,17.355738372802733,0.0
1988-09-04,5.612089844,17.672844619750975,0.13598977029323578
1988-09-05,4.36299345,8.34661647796631,5.94746208190918
1988-09-06,3.597783775,8.86873504638672,0.558159351348877
1988-09-07,1.316879601,7.424280853271484,1.5545463562011719
1988-09-08,3.935555191,8.115219802856446,1.6989296674728394
1988-09-09,7.321722717,15.16233798980713,7.593749523162842
